,Movie Name,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross Collection,Certification,votes
183,Goldfinger, Sean Connery, Gert Fröbe, Honor Blackman, Shirley Eaton,Action, Adventure, Thriller,51.08,PG ,"195,773"
184,Star Trek II: The Wrath of Khan, William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,Action, Adventure, Sci-Fi,78.91,PG ,"125,270"
185,Bonnie and Clyde, Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman,Action, Biography, Crime,Nan,R ,"116,548"
186,The French Connection, Gene Hackman, Roy Scheider, Fernando Rey, Tony Lo Bianco,Action, Crime, Drama,15.63,R ,"127,694"
187,Run Lola Run, Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri,Action, Crime, Thriller,7.27,R ,"202,402"
188,The Man from Nowhere, Won Bin, Kim Sae-ron, Kim Tae-hoon, Kim Hee-won,Action, Crime, Drama,0.01,R ,"72,005"
189,Kubo and the Two Strings, Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes,Animation, Action, Adventure,48.02,PG ,"133,714"
190,Badlands, Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri,Action, Crime, Drama,Nan,PG ,"75,360"
191,Ponniyin Selvan: Part I, Vikram, Aishwarya Rai Bachchan, Jayam Ravi, Karthi,Action, Adventure, Drama,Nan,Not Rated ,"33,774"
192,Key Largo, Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Lionel Barrymore,Action, Crime, Drama,Nan,Not Rated ,"42,574"
193,Scarface, Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins,Action, Crime, Drama,Nan,PG ,"29,111"
194,Hard Boiled, Chow Yun-Fat, Tony Leung Chiu-wai, Teresa Mo, Philip Chan,Action, Crime, Thriller,Nan,R ,"52,153"
195,Joint Security Area, Lee Yeong-ae, Lee Byung-hun, Song Kang-ho, Kim Tae-woo,Action, Drama, Thriller,Nan,Not Rated ,"32,207"
196,Dragon Ball Super: Broly, Masako Nozawa, Aya Hisakawa, Ryô Horikawa, Toshio Furukawa,Animation, Action, Adventure,30.71,PG ,"29,494"
197,Eega, Sudeep, Nani, Samantha Ruth Prabhu, Hamsa Nandini,Action, Comedy, Drama,Nan,Not Rated ,"25,958"
198,Udta Punjab, Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh,Action, Crime, Drama,Nan,Not Rated ,"31,411"
199,Raazi, Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma,Action, Drama, Thriller,Nan,Not Rated ,"32,303"
200,Guardians of the Galaxy Vol, Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel,Action, Adventure, Comedy,389.81,PG-13 ,"716,470"
201,Deadpool 2, Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison,Action, Adventure, Comedy,324.59,R ,"605,828"
202,The Fifth Element, Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm,Action, Adventure, Sci-Fi,63.54,PG-13 ,"486,373"
203,Sicario, Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal,Action, Crime, Drama,46.89,R ,"446,595"
204,300, Gerard Butler, Lena Headey, David Wenham, Dominic West,Action, Drama,Nan,210.61,R ,"836,860"
205,Harry Potter and the Half-Blood Prince, Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon,Action, Adventure, Family,301.96,PG ,"564,609"
206,Star Wars: Episode III - Revenge of the Sith, Hayden Christensen, Natalie Portman, Ewan McGregor, Samuel L. Jackson,Action, Adventure, Fantasy,380.26,PG-13 ,"812,391"
207,Baby Driver, Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González,Action, Crime, Drama,107.83,R ,"567,244"
208,Watchmen, Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman,Action, Drama, Mystery,107.51,R ,"563,038"
209,The Warriors, Michael Beck, James Remar, Dorsey Wright, Brian Tyler,Action, Crime, Thriller,22.49,R ,"106,138"
210,Incredibles 2, Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner,Animation, Action, Adventure,608.58,PG ,"309,920"
211,Where Eagles Dare, Richard Burton, Clint Eastwood, Mary Ure, Patrick Wymark,Action, Adventure, War,Nan,M ,"60,554"
212,RoboCop, Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox,Action, Crime, Sci-Fi,53.42,R ,"267,676"
213,Train to Busan, Gong Yoo, Jung Yu-mi, Ma Dong-seok, Su-an Kim,Action, Horror, Thriller,2.13,Not Rated ,"234,923"
214,Zombieland, Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin,Action, Comedy, Horror,75.59,R ,"595,679"
215,Kung Fu Panda, Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman,Animation, Action, Adventure,215.43,PG ,"489,112"
216,Creed, Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad,Action, Drama, Sport,109.77,PG-13 ,"296,923"
217,The Road Warrior, Mel Gibson, Bruce Spence, Michael Preston, Max Phipps,Action, Adventure, Sci-Fi,12.47,R ,"186,247"
218,Kick-Ass, Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown,Action, Comedy, Crime,48.07,R ,"575,394"
219,Falling Down, Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin,Action, Crime, Drama,40.90,R ,"197,019"
220,Minority Report, Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow,Action, Crime, Mystery,132.07,PG-13 ,"565,501"
221,Sherlock Holmes, Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong,Action, Adventure, Mystery,209.03,PG-13 ,"648,493"
222,Lethal Weapon, Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan,Action, Crime, Thriller,65.21,R ,"266,480"
223,Rise of the Planet of the Apes, James Franco, Andy Serkis, Freida Pinto, Karin Konoval,Action, Drama, Sci-Fi,176.76,PG-13 ,"540,510"
224,Battle Royale, Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Chiaki Kuriyama,Action, Adventure, Drama,Nan,Not Rated ,"188,420"
225,Dawn of the Planet of the Apes, Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee,Action, Adventure, Drama,208.55,PG-13 ,"451,904"
226,The Raid: Redemption, Iko Uwais, Ananda George, Ray Sahetapy, Donny Alamsyah,Action, Crime, Thriller,4.11,R ,"210,292"
227,End of Watch, Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera,Action, Adventure, Crime,41.00,R ,"256,863"
228,Enter the Dragon, Bruce Lee, John Saxon, Jim Kelly, Ahna Capri,Action, Crime, Drama,25.00,R ,"107,800"
229,Die Hard with a Vengeance, Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene,Action, Adventure, Thriller,100.01,R ,"396,075"
230,Hotel Mumbai, Dev Patel, Armie Hammer, Nazanin Boniadi, Anupam Kher,Action, Drama, History,9.65,R ,"67,061"
231,Only the Brave, Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly,Action, Biography, Drama,18.34,PG-13 ,"73,135"
232,Escape from Alcatraz, Clint Eastwood, Patrick McGoohan, Roberts Blossom, Jack Thibeau,Action, Biography, Crime,43.00,PG ,"141,831"
233,Star Trek: First Contact, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Drama,92.00,PG-13 ,"128,854"
234,United 93, David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson,Action, Drama, History,31.57,R ,"108,426"
235,The Taking of Pelham One Two Three, Walter Matthau, Robert Shaw, Martin Balsam, Hector Elizondo,Action, Crime, Thriller,2.49,R ,"32,964"
236,Vampire Hunter D: Bloodlust, Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee,Animation, Action, Drama,0.15,R ,"33,507"
237,Fearless, Jet Li, Li Sun, Yong Dong, Yun Qu,Action, Biography, Drama,24.63,PG-13 ,"77,433"
238,Pushpa: The Rise - Part 1, Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Jagadeesh Prathap Bandari,Action, Crime, Drama,Nan,UA ,"80,525"
239,Ludo, Pankaj Tripathi, Abhishek Bachchan, Rajkummar Rao, Fatima Sana Shaikh,Action, Comedy, Crime,Nan,TV-MA ,"41,273"
240,Cell 211, Luis Tosar, Alberto Ammann, Antonio Resines, Manuel Morón,Action, Adventure, Crime,Nan,A ,"69,200"
241,Evangelion: 1, Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuriko Yamaguchi,Animation, Action, Drama,0.11,PG-13 ,"25,751"
242,Lupin III: The Castle of Cagliostro, Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi, Makio Inoue,Animation, Action, Adventure,Nan,U ,"31,798"
243,The Boy and the Beast, Kôji Yakusho, Aoi Miyazaki, Shôta Sometani, Suzu Hirose,Animation, Action, Adventure,0.45,PG-13 ,"25,394"
244,Mortal World, Ahmet Mümtaz Taylan, Alper Kul, Sarp Apak, Irem Sak,Action, Comedy, Crime,Nan,Nan,"28,178"
245,The Covenant, Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong,Action, Thriller, War,Nan,R ,"45,206"
246,Indiana Jones and the Temple of Doom, Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri,Action, Adventure,Nan,179.87,PG ,"504,163"
247,Batman, Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl,Action, Adventure,Nan,251.19,PG-13 ,"387,596"
248,Harry Potter and the Order of the Phoenix, Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson,Action, Adventure, Family,292.00,PG-13 ,"601,598"
249,Scott Pilgrim vs, Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Anna Kendrick,Action, Comedy, Fantasy,31.49,PG-13 ,"441,936"
250,Fury, Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña,Action, Drama, War,85.82,R ,"512,780"
251,Lone Survivor, Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster,Action, Biography, Drama,125.10,R ,"295,625"
252,The Hunger Games: Catching Fire, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman,Action, Adventure, Sci-Fi,424.67,PG-13 ,"684,129"
253,Total Recall, Arnold Schwarzenegger, Sharon Stone, Michael Ironside, Rachel Ticotin,Action, Adventure, Sci-Fi,119.39,R ,"340,987"
254,Master and Commander: The Far Side of the World, Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy,Action, Adventure, Drama,93.93,PG-13 ,"228,805"
255,Doctor Strange, Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong,Action, Adventure, Fantasy,232.64,PG-13 ,"766,384"
256,The Crow, Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson,Action, Crime, Drama,50.69,R ,"190,465"
257,Upgrade, Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden,Action, Sci-Fi, Thriller,11.98,R ,"193,205"
258,It's a Mad Mad Mad Mad World, Spencer Tracy, Milton Berle, Ethel Merman, Mickey Rooney,Action, Adventure, Comedy,46.30,G ,"43,874"
259,Collateral, Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo,Action, Crime, Drama,101.01,R ,"416,248"
260,The Hunt for Red October, Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill,Action, Adventure, Thriller,122.01,PG ,"206,818"
261,Source Code, Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright,Action, Drama, Mystery,54.71,PG-13 ,"531,200"
262,Munich, Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds,Action, Drama, History,47.40,R ,"232,176"
263,Enemy at the Gates, Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz,Action, Drama, War,51.40,R ,"269,083"
264,Riders of Justice, Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann,Action, Comedy, Drama,Nan,Not Rated ,"55,156"
265,Grindhouse, Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell,Action, Horror, Thriller,25.04,R ,"187,525"
266,Tora! Tora! Tora!, Martin Balsam, Sô Yamamura, Jason Robards, Joseph Cotten,Action, Drama, History,29.55,G ,"35,732"
267,Midnight Run, Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton,Action, Comedy, Crime,38.41,R ,"89,518"
268,The Guns of Navarone, David Niven, Gregory Peck, Anthony Quinn, Anthony Quayle,Action, Adventure, Drama,28.90,Not Rated ,"53,207"
269,Headhunters, Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau, Julie R. Ølgaard,Action, Crime, Thriller,1.20,R ,"104,381"
270,Police Story, Jackie Chan, Maggie Cheung, Brigitte Lin, Yuen Chor,Action, Comedy, Crime,0.11,PG-13 ,"39,097"
271,13 Assassins, Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya, Ikki Sawamura,Action, Adventure, Drama,0.80,R ,"66,958"
272,Ip Man 2, Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung, Lynn Xiong,Action, Biography, Drama,0.21,R ,"108,168"
273,House of Flying Daggers, Ziyi Zhang, Takeshi Kaneshiro, Andy Lau, Dandan Song,Action, Adventure, Drama,11.05,PG-13 ,"114,337"
274,New World, Lee Jung-jae, Choi Min-sik, Hwang Jung-min, Park Sung-woong,Action, Crime, Drama,0.46,Not Rated ,"25,034"
275,A Bittersweet Life, Lee Byung-hun, Shin Min-a, Yeong-cheol Kim, Hwang Jung-min,Action, Crime, Drama,Nan,Not Rated ,"41,505"
276,The Legend of Drunken Master, Jackie Chan, Ho-Sung Pak, Lung Ti, Anita Mui,Action, Comedy,Nan,11.55,R ,"47,494"
277,The Blind Swordsman: Zatoichi, Takeshi Kitano, Tadanobu Asano, Yui Natsukawa, Michiyo Yasuda,Action, Comedy, Crime,0.85,R ,"50,543"
278,Delhi Belly, Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury,Action, Comedy, Crime,1.53,Not Rated ,"30,975"
279,Tanhaji: The Unsung Warrior, Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol,Action, Biography, Drama,Nan,Not Rated ,"34,256"
280,Mesrine: Killer Instinct, Vincent Cassel, Cécile de France, Gérard Depardieu, Gilles Lellouche,Action, Biography, Crime,0.55,R ,"34,565"
281,Jodhaa Akbar, Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha,Action, Drama, History,3.44,Not Rated ,"33,629"
282,Mersal, Joseph Vijay, Nithya Menen, S.J. Suryah, Samantha Ruth Prabhu,Action, Thriller,Nan,Nan,Not Rated ,"36,224"
283,To Strike, Shaan Shahid, Hamza Ali Abbasi, Shamoon Abbasi, Ayesha Khan,Action, Crime, Drama,Nan,Nan,"29,928"
284,John Wick, Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe,Action, Crime, Thriller,43.04,R ,"695,641"
285,John Wick: Chapter 3 - Parabellum, Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne,Action, Crime, Thriller,171.02,R ,"391,607"
286,John Wick: Chapter 2, Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose,Action, Crime, Thriller,92.03,R ,"478,004"
287,Shang-Chi and the Legend of the Ten Rings, Simu Liu, Awkwafina, Tony Leung Chiu-wai, Ben Kingsley,Action, Adventure, Fantasy,224.54,PG-13 ,"403,227"
288,Nobody, Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd,Action, Crime, Drama,27.27,R ,"286,989"
289,Spider-Man: Homecoming, Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei,Action, Adventure, Sci-Fi,334.20,PG-13 ,"680,880"
290,Spider-Man, Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco,Action, Adventure, Sci-Fi,403.71,PG-13 ,"839,104"
291,Ready Player One, Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe,Action, Adventure, Sci-Fi,137.69,PG-13 ,"454,418"
292,Predestination, Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West,Action, Drama, Sci-Fi,0.07,R ,"291,363"
293,Mission: Impossible - Rogue Nation, Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg,Action, Adventure, Thriller,195.04,PG-13 ,"384,218"
294,Spider-Man: Far from Home, Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei,Action, Adventure, Comedy,390.53,PG-13 ,"516,704"
295,Mission: Impossible - Ghost Protocol, Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton,Action, Adventure, Thriller,209.40,PG-13 ,"501,789"
296,The Last Duel, Matt Damon, Adam Driver, Jodie Comer, Harriet Walter,Action, Drama, History,10.85,R ,"165,815"
297,Spider-Man 2, Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco,Action, Adventure, Sci-Fi,373.59,PG-13 ,"673,132"
298,Wonder Woman, Gal Gadot, Chris Pine, Robin Wright, Lucy Davis,Action, Adventure, Fantasy,412.56,PG-13 ,"674,827"
299,Superman, Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando,Action, Adventure, Sci-Fi,134.22,PG ,"180,733"
300,The Rock, Sean Connery, Nicolas Cage, Ed Harris, John Spencer,Action, Adventure, Thriller,134.07,R ,"347,124"
301,Looper, Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano,Action, Drama, Sci-Fi,66.49,R ,"587,195"
302,X2: X-Men United, Patrick Stewart, Hugh Jackman, Halle Berry, Ian McKellen,Action, Sci-Fi, Thriller,214.95,PG-13 ,"561,118"
303,Law Abiding Citizen, Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney,Action, Crime, Drama,73.34,R ,"306,755"
304,War for the Planet of the Apes, Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval,Action, Adventure, Drama,146.88,PG-13 ,"266,875"
305,How to Train Your Dragon: The Hidden World, Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett,Animation, Action, Adventure,160.80,PG ,"138,352"
306,A History of Violence, Viggo Mortensen, Maria Bello, Ed Harris, William Hurt,Action, Crime, Drama,31.49,R ,"244,791"
307,Open Range, Kevin Costner, Robert Duvall, Diego Luna, Abraham Benrubi,Action, Drama, Romance,58.33,R ,"75,505"
308,Sherlock Holmes: A Game of Shadows, Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams,Action, Adventure, Mystery,186.85,PG-13 ,"466,124"
309,Bullitt, Steve McQueen, Jacqueline Bisset, Robert Vaughn, Don Gordon,Action, Crime, Thriller,42.30,M/PG ,"72,206"
310,From Russia with Love, Sean Connery, Robert Shaw, Lotte Lenya, Daniela Bianchi,Action, Adventure, Thriller,24.80,PG ,"139,524"
311,Thief, James Caan, Tuesday Weld, Willie Nelson, Jim Belushi,Action, Crime, Drama,11.49,R ,"34,956"
312,Black Dynamite, Michael Jai White, Arsenio Hall, Tommy Davidson, Phyllis Applegate,Action, Comedy,Nan,0.23,R ,"50,281"
313,Rurouni Kenshin Part I: Origins, Takeru Satoh, Emi Takei, Yû Aoi, Munetaka Aoki,Action, Adventure, Drama,Nan,TV-MA ,"27,639"
314,Mission Majnu, Sidharth Malhotra, Rashmika Mandanna, Parmeet Sethi, Zakir Hussain,Action, Drama, History,Nan,TV-MA ,"41,661"
315,Drunken Master, Jackie Chan, Siu-Tin Yuen, Jeong-lee Hwang, Dean Shek,Action, Comedy,Nan,Nan,PG-13 ,"41,968"
316,Summer Wars, Ryunosuke Kamiki, Nanami Sakuraba, Mitsuki Tanimura, Takahiro Yokokawa,Animation, Action, Adventure,0.08,PG ,"30,685"
317,Mesrine: Public Enemy No, Vincent Cassel, Ludivine Sagnier, Mathieu Amalric, Samuel Le Bihan,Action, Biography, Crime,0.28,R ,"30,560"
318,Dungeons & Dragons: Honor Among Thieves, Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith,Action, Adventure, Comedy,Nan,PG-13 ,"121,340"
319,Bullet Train, Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry,Action, Comedy, Thriller,103.37,R ,"360,925"
320,No Time to Die, Daniel Craig, Ana de Armas, Rami Malek, Léa Seydoux,Action, Adventure, Thriller,160.87,PG-13 ,"419,557"
321,Fast Five, Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster,Action, Crime, Thriller,209.84,PG-13 ,"392,763"
322,Tenet, John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak,Action, Sci-Fi, Thriller,58.46,PG-13 ,"531,320"
323,The Karate Kid, Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove,Action, Drama, Family,90.82,PG ,"233,218"
324,True Lies, Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton,Action, Comedy, Thriller,146.28,R ,"269,289"
325,Starship Troopers, Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey,Action, Adventure, Sci-Fi,54.81,R ,"305,397"
326,Men in Black, Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio,Action, Adventure, Comedy,250.69,PG-13 ,"585,011"
327,Ant-Man, Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly,Action, Comedy, Sci-Fi,180.20,PG-13 ,"693,614"
328,The Accountant, Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal,Action, Thriller,Nan,86.26,R ,"305,625"
329,The Nice Guys, Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer,Action, Comedy, Crime,36.26,R ,"342,918"
330,Black Panther, Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira,Action, Adventure, Sci-Fi,700.06,PG-13 ,"802,525"
331,Avengers: Age of Ultron, Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth,Action, Adventure, Sci-Fi,459.01,PG-13 ,"886,155"
332,X-Men, Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen,Action, Adventure, Sci-Fi,157.30,PG-13 ,"627,703"
333,Dawn of the Dead, Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber,Action, Horror,Nan,59.02,R ,"262,772"
334,Speed, Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton,Action, Adventure, Thriller,121.25,R ,"376,810"
335,American Sniper, Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis,Action, Biography, Drama,350.13,R ,"503,619"
336,Face/Off, John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola,Action, Crime, Sci-Fi,112.23,R ,"387,756"
337,Alita: Battle Angel, Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali,Action, Adventure, Sci-Fi,85.71,PG-13 ,"279,156"
338,13 Hours, John Krasinski, Pablo Schreiber, James Badge Dale, David Denman,Action, Drama, History,52.85,R ,"150,609"
339,Pirates of the Caribbean: Dead Man's Chest, Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport,Action, Adventure, Fantasy,423.32,PG-13 ,"737,147"
340,Beverly Hills Cop, Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher,Action, Comedy, Crime,234.76,R ,"191,917"
341,El Camino: A Breaking Bad Movie, Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker,Action, Crime, Drama,Nan,TV-MA ,"267,630"
342,Raya and the Last Dragon, Kelly Marie Tran, Awkwafina, Gemma Chan, Izaac Wang,Animation, Action, Adventure,54.72,PG ,"159,765"
343,Patriots Day, Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman,Action, Crime, Drama,31.89,R ,"107,745"
344,Eye in the Sky, Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi,Action, Drama, Thriller,18.70,R ,"88,618"
345,The Lego Batman Movie, Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes,Animation, Action, Adventure,175.75,PG ,"160,276"
346,Enemy of the State, Will Smith, Gene Hackman, Jon Voight, Lisa Bonet,Action, Thriller,Nan,111.55,R ,"250,914"
347,Okja, Tilda Swinton, Paul Dano, Seo-hyun Ahn, Jake Gyllenhaal,Action, Adventure, Drama,Nan,TV-MA ,"126,682"
348,Equilibrium, Christian Bale, Sean Bean, Emily Watson, Taye Diggs,Action, Drama, Sci-Fi,1.20,R ,"338,540"
349,Southpaw, Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker,Action, Crime, Drama,52.42,R ,"247,167"
350,Megamind, Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey,Animation, Action, Comedy,148.42,PG ,"276,366"
351,Layer Cake, Daniel Craig, Sienna Miller, Michael Gambon, Tom Hardy,Action, Crime, Drama,2.34,R ,"188,085"
352,The Adventures of Tintin, Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg,Animation, Action, Adventure,77.59,PG ,"236,700"
353,The Next Three Days, Russell Crowe, Elizabeth Banks, Liam Neeson, Michael Buie,Action, Crime, Drama,21.15,PG-13 ,"200,859"
